순,이름,연도,WAR,-,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷,사구,고의사구,삼진,병살,희생타,희생플라이,타율,출루,장타,OPS,wOBA,wRC+,WAR2,--
582,조성옥,12롯RF, 1.14 , 917 , 2545 , 2148 , 227 , 532 , 78 , 17 , 5 , 659 , 211 , 38 , 43 , 229 , 24 , 6 , 218 , 30 , 119 , 24 , .248 , .324 , .307 , .631 , .289 , 75.6 , 1.14 ,
583,허도환,14+넥C, 1.14 , 823 , 1689 , 1430 , 124 , 305 , 73 , 2 , 13 , 421 , 131 , 2 , 5 , 116 , 58 , 0 , 416 , 45 , 78 , 7 , .213 , .297 , .294 , .592 , .273 , 52.8 , 1.14 ,
584,채상병,9두C, 1.13 , 411 , 1039 , 942 , 92 , 200 , 35 , 6 , 18 , 301 , 100 , 3 , 3 , 44 , 22 , 2 , 190 , 29 , 27 , 4 , .212 , .263 , .320 , .582 , .265 , 50.2 , 1.13 ,
585,디아즈,1한RF, 1.13 , 62 , 229 , 207 , 37 , 55 , 14 , 0 , 15 , 114 , 39 , 2 , 1 , 17 , 2 , 2 , 76 , 11 , 0 , 3 , .266 , .323 , .551 , .874 , .369 , 112.3 , 1.13 ,
586,김찬형,6+N2B, 1.13 , 319 , 599 , 526 , 76 , 132 , 25 , 2 , 5 , 176 , 40 , 10 , 6 , 36 , 18 , 0 , 101 , 4 , 16 , 3 , .251 , .319 , .335 , .654 , .300 , 72.4 , 1.13 ,
587,이재원,4+LDH, 1.12 , 218 , 569 , 504 , 67 , 112 , 19 , 2 , 21 , 198 , 77 , 12 , 4 , 45 , 16 , 4 , 174 , 5 , 0 , 4 , .222 , .304 , .393 , .697 , .319 , 94.5 , 1.12 ,
588,문현빈,1+한CF, 1.12 , 134 , 469 , 420 , 45 , 109 , 21 , 2 , 4 , 146 , 45 , 5 , 1 , 30 , 6 , 2 , 83 , 7 , 8 , 5 , .260 , .315 , .348 , .662 , .306 , 83.9 , 1.12 ,
589,이흥련,9+삼C, 1.12 , 455 , 838 , 747 , 86 , 174 , 30 , 2 , 15 , 253 , 101 , 3 , 1 , 50 , 18 , 0 , 188 , 17 , 20 , 3 , .233 , .296 , .339 , .635 , .289 , 62.1 , 1.12 ,
590,강한울,9+삼3B, 1.11 , 828 , 2367 , 2141 , 275 , 574 , 67 , 18 , 2 , 683 , 158 , 43 , 27 , 154 , 5 , 1 , 416 , 24 , 57 , 10 , .268 , .317 , .319 , .636 , .293 , 65.2 , 1.11 ,
591,로티노,1넥LF, 1.11 , 79 , 247 , 216 , 30 , 66 , 18 , 0 , 2 , 90 , 22 , 2 , 0 , 29 , 1 , 3 , 22 , 7 , 0 , 1 , .306 , .389 , .417 , .805 , .368 , 104.1 , 1.11 ,
592,대톨라,1LRF, 1.11 , 101 , 298 , 265 , 33 , 74 , 12 , 1 , 9 , 115 , 42 , 0 , 0 , 26 , 4 , 0 , 49 , 6 , 0 , 3 , .279 , .349 , .434 , .783 , .347 , 101.8 , 1.11 ,
593,김회성,10한3B, 1.10 , 423 , 945 , 796 , 110 , 169 , 37 , 3 , 35 , 317 , 117 , 5 , 5 , 97 , 28 , 0 , 238 , 23 , 14 , 10 , .212 , .316 , .398 , .714 , .318 , 78.7 , 1.10 ,
594,박철영,6MC, 1.10 , 200 , 434 , 379 , 39 , 80 , 19 , 3 , 5 , 120 , 36 , 3 , 4 , 34 , 3 , 0 , 97 , 6 , 17 , 1 , .211 , .281 , .317 , .597 , .274 , 64.5 , 1.10 ,
595,황성관,4삼, 1.08 , 213 , 426 , 373 , 57 , 101 , 15 , 2 , 0 , 120 , 27 , 18 , 8 , 29 , 9 , 1 , 57 , 1 , 13 , 2 , .271 , .337 , .322 , .658 , .299 , 76.6 , 1.08 ,
596,정현,7kSS, 1.07 , 386 , 877 , 757 , 95 , 186 , 37 , 4 , 11 , 264 , 66 , 8 , 6 , 61 , 31 , 0 , 179 , 29 , 24 , 4 , .246 , .326 , .349 , .675 , .306 , 73.9 , 1.07 ,
597,백상원,6삼2B, 1.07 , 252 , 700 , 600 , 83 , 162 , 25 , 3 , 3 , 202 , 63 , 8 , 3 , 72 , 5 , 0 , 106 , 17 , 13 , 10 , .270 , .348 , .337 , .685 , .318 , 77.1 , 1.07 ,
598,임지열,4+키1B, 1.05 , 130 , 417 , 362 , 44 , 95 , 14 , 0 , 6 , 127 , 50 , 2 , 1 , 41 , 6 , 0 , 112 , 6 , 5 , 3 , .262 , .345 , .351 , .696 , .328 , 96.5 , 1.05 ,
599,조동화,14SLF, 1.03 , 1189 , 3513 , 2940 , 449 , 736 , 73 , 30 , 9 , 896 , 232 , 191 , 50 , 297 , 47 , 5 , 583 , 29 , 205 , 24 , .250 , .327 , .305 , .631 , .286 , 62.5 , 1.03 ,
600,조수행,7+두CF, 1.02 , 660 , 784 , 698 , 190 , 179 , 15 , 7 , 4 , 220 , 58 , 85 , 24 , 63 , 7 , 0 , 151 , 11 , 12 , 4 , .256 , .323 , .315 , .638 , .298 , 70.5 , 1.02 ,
601,박용근,7L2B, 1.02 , 399 , 675 , 585 , 99 , 130 , 25 , 6 , 5 , 182 , 43 , 46 , 17 , 64 , 11 , 0 , 124 , 15 , 12 , 3 , .222 , .309 , .311 , .620 , .290 , 61.3 , 1.02 ,
602,김성규,6해CF, 1.02 , 357 , 961 , 837 , 94 , 202 , 18 , 6 , 1 , 235 , 49 , 16 , 17 , 89 , 8 , 1 , 116 , 14 , 24 , 3 , .241 , .319 , .281 , .600 , .286 , 71.6 , 1.02 ,
603,김웅빈,7+키3B, 1.00 , 325 , 890 , 777 , 90 , 193 , 43 , 2 , 18 , 294 , 111 , 2 , 3 , 76 , 19 , 4 , 234 , 16 , 10 , 8 , .248 , .327 , .378 , .706 , .322 , 89.1 , 1.00 ,
604,서한규,9현SS, 1.00 , 456 , 753 , 632 , 93 , 142 , 15 , 6 , 4 , 181 , 48 , 21 , 4 , 62 , 9 , 1 , 121 , 12 , 47 , 3 , .225 , .302 , .286 , .588 , .264 , 52.1 , 1.00 ,
605,아수아헤,1롯2B, 0.94 , 48 , 194 , 163 , 34 , 41 , 5 , 4 , 2 , 60 , 21 , 3 , 2 , 26 , 1 , 1 , 24 , 0 , 3 , 1 , .252 , .356 , .368 , .724 , .334 , 102.2 , 0.94 ,
606,한기철,4삼, 0.94 , 244 , 211 , 188 , 47 , 49 , 10 , 2 , 3 , 72 , 20 , 20 , 17 , 14 , 3 , 0 , 46 , 2 , 6 , 0 , .261 , .322 , .383 , .705 , .321 , 97.2 , 0.94 ,
607,장일현,5해, 0.93 , 411 , 943 , 854 , 102 , 222 , 37 , 1 , 12 , 297 , 90 , 9 , 5 , 69 , 5 , 0 , 124 , 21 , 9 , 5 , .260 , .317 , .348 , .665 , .303 , 76.0 , 0.93 ,
608,이정식,11삼C, 0.93 , 359 , 501 , 441 , 51 , 90 , 14 , 0 , 10 , 134 , 40 , 6 , 1 , 38 , 7 , 0 , 109 , 11 , 15 , 0 , .204 , .278 , .304 , .582 , .269 , 52.3 , 0.93 ,
609,로메로,1두1B, 0.92 , 76 , 305 , 265 , 30 , 67 , 16 , 0 , 12 , 119 , 50 , 2 , 0 , 29 , 4 , 1 , 48 , 9 , 0 , 7 , .253 , .328 , .449 , .777 , .340 , 104.2 , 0.92 ,
610,김경표,6M1B, 0.92 , 245 , 478 , 413 , 45 , 97 , 12 , 4 , 3 , 126 , 36 , 16 , 8 , 50 , 2 , 4 , 68 , 8 , 6 , 7 , .235 , .316 , .305 , .621 , .292 , 77.1 , 0.92 ,
611,양현석,6해LF, 0.91 , 400 , 904 , 795 , 81 , 191 , 34 , 3 , 24 , 303 , 114 , 7 , 7 , 72 , 20 , 6 , 163 , 19 , 6 , 11 , .240 , .315 , .381 , .696 , .312 , 82.9 , 0.91 ,
612,조셉,1L1B, 0.91 , 55 , 217 , 197 , 17 , 54 , 3 , 0 , 9 , 84 , 36 , 0 , 1 , 14 , 4 , 0 , 46 , 3 , 0 , 2 , .274 , .332 , .426 , .758 , .347 , 115.6 , 0.91 ,
613,테이텀,1L3B, 0.91 , 20 , 84 , 72 , 12 , 21 , 4 , 1 , 4 , 39 , 10 , 0 , 0 , 10 , 2 , 1 , 12 , 2 , 0 , 0 , .292 , .393 , .542 , .935 , .406 , 145.0 , 0.91 ,
614,이양기,11한RF, 0.91 , 326 , 777 , 689 , 61 , 180 , 32 , 1 , 6 , 232 , 75 , 7 , 0 , 53 , 23 , 0 , 126 , 32 , 9 , 3 , .261 , .333 , .337 , .670 , .316 , 79.4 , 0.91 ,
615,오윤,9넥LF, 0.90 , 350 , 692 , 592 , 61 , 135 , 22 , 3 , 8 , 187 , 71 , 8 , 4 , 80 , 11 , 0 , 151 , 21 , 6 , 3 , .228 , .329 , .316 , .645 , .310 , 79.1 , 0.90 ,
616,시오타니,1S3B, 0.90 , 23 , 103 , 91 , 15 , 27 , 4 , 0 , 3 , 40 , 19 , 1 , 0 , 7 , 2 , 1 , 12 , 2 , 0 , 3 , .297 , .350 , .440 , .789 , .359 , 129.1 , 0.90 ,
617,미첼,1해, 0.90 , 77 , 279 , 238 , 33 , 54 , 8 , 0 , 8 , 86 , 38 , 3 , 2 , 38 , 2 , 0 , 51 , 7 , 0 , 1 , .227 , .337 , .361 , .698 , .323 , 88.2 , 0.90 ,
618,이유찬,4+두3B, 0.90 , 218 , 377 , 327 , 63 , 81 , 9 , 3 , 2 , 102 , 24 , 25 , 10 , 34 , 5 , 0 , 87 , 2 , 8 , 3 , .248 , .325 , .312 , .637 , .300 , 76.8 , 0.90 ,
619,오승택,1K1B, 0.89 , 62 , 199 , 187 , 36 , 52 , 11 , 1 , 4 , 77 , 22 , 9 , 0 , 11 , 0 , 0 , 39 , 4 , 0 , 1 , .278 , .317 , .412 , .728 , .334 , 101.2 , 0.89 ,
620,박헌도,8넥LF, 0.87 , 302 , 689 , 576 , 75 , 134 , 28 , 0 , 19 , 219 , 81 , 3 , 2 , 84 , 17 , 0 , 155 , 12 , 6 , 6 , .233 , .344 , .380 , .724 , .332 , 88.9 , 0.87 ,
621,지석훈,16N2B, 0.86 , 1207 , 2889 , 2538 , 283 , 569 , 121 , 10 , 47 , 851 , 285 , 12 , 14 , 210 , 66 , 2 , 633 , 67 , 49 , 26 , .224 , .298 , .335 , .633 , .290 , 65.9 , 0.86 ,
622,전의산,2+S1B, 0.86 , 133 , 419 , 375 , 47 , 87 , 21 , 1 , 17 , 161 , 66 , 0 , 2 , 39 , 3 , 3 , 124 , 7 , 0 , 2 , .232 , .308 , .429 , .737 , .333 , 100.2 , 0.86 ,
623,문규현,15롯SS, 0.84 , 1025 , 2757 , 2425 , 276 , 608 , 112 , 7 , 26 , 812 , 269 , 25 , 15 , 168 , 21 , 2 , 402 , 55 , 112 , 30 , .251 , .301 , .335 , .636 , .283 , 59.4 , 0.84 ,
624,발디리스,1삼3B, 0.84 , 44 , 190 , 154 , 24 , 41 , 6 , 0 , 8 , 71 , 33 , 0 , 0 , 31 , 2 , 0 , 17 , 9 , 0 , 3 , .266 , .390 , .461 , .851 , .384 , 115.5 , 0.84 ,
625,김형준,4+NC, 0.84 , 180 , 357 , 319 , 39 , 73 , 9 , 0 , 10 , 112 , 32 , 0 , 0 , 33 , 1 , 0 , 95 , 8 , 4 , 0 , .229 , .303 , .351 , .654 , .300 , 72.6 , 0.84 ,
626,김상재,3쌍2B, 0.83 , 143 , 398 , 361 , 42 , 81 , 11 , 0 , 10 , 122 , 43 , 11 , 11 , 26 , 4 , 0 , 75 , 18 , 2 , 5 , .224 , .280 , .338 , .618 , .289 , 76.2 , 0.83 ,
627,김민석,1+롯CF, 0.83 , 124 , 434 , 382 , 52 , 96 , 23 , 0 , 3 , 128 , 36 , 16 , 3 , 30 , 5 , 1 , 109 , 6 , 12 , 5 , .251 , .310 , .335 , .646 , .297 , 75.0 , 0.83 ,
628,김광현,6OC, 0.82 , 77 , 143 , 127 , 10 , 30 , 9 , 3 , 0 , 45 , 10 , 1 , 0 , 12 , 1 , 0 , 36 , 4 , 3 , 0 , .236 , .307 , .354 , .662 , .301 , 82.4 , 0.82 ,
629,최윤석,8SSS, 0.82 , 324 , 667 , 529 , 70 , 109 , 11 , 1 , 2 , 128 , 33 , 17 , 12 , 92 , 12 , 0 , 129 , 10 , 32 , 2 , .206 , .335 , .242 , .577 , .280 , 56.9 , 0.82 ,
630,손상득,5삼C, 0.82 , 231 , 416 , 381 , 51 , 89 , 6 , 4 , 2 , 109 , 34 , 14 , 5 , 20 , 1 , 0 , 57 , 7 , 12 , 2 , .234 , .272 , .286 , .558 , .258 , 54.8 , 0.82 ,
631,김한조,5롯, 0.80 , 225 , 407 , 348 , 38 , 75 , 12 , 1 , 6 , 107 , 36 , 4 , 3 , 44 , 2 , 0 , 61 , 5 , 8 , 2 , .216 , .306 , .307 , .613 , .289 , 75.1 , 0.80 ,
632,전병우,6+키3B, 0.80 , 443 , 1098 , 946 , 121 , 203 , 39 , 3 , 23 , 317 , 119 , 13 , 1 , 109 , 20 , 0 , 323 , 13 , 18 , 5 , .215 , .307 , .335 , .643 , .298 , 75.3 , 0.80 ,
633,이승준,4두, 0.80 , 131 , 260 , 233 , 23 , 53 , 10 , 0 , 11 , 96 , 27 , 2 , 0 , 18 , 4 , 1 , 89 , 3 , 3 , 2 , .227 , .292 , .412 , .704 , .314 , 86.1 , 0.80 ,
634,윤동희,2+롯RF, 0.78 , 106 , 412 , 379 , 42 , 109 , 17 , 1 , 2 , 134 , 41 , 3 , 6 , 25 , 1 , 0 , 69 , 9 , 2 , 5 , .288 , .329 , .354 , .683 , .321 , 91.5 , 0.78 ,
635,문승훈,4해2B, 0.77 , 109 , 183 , 156 , 19 , 34 , 3 , 1 , 4 , 51 , 19 , 1 , 0 , 23 , 2 , 1 , 33 , 3 , 1 , 1 , .218 , .324 , .327 , .651 , .313 , 85.5 , 0.77 ,
636,김평호,5쌍CF, 0.77 , 458 , 873 , 736 , 103 , 162 , 27 , 4 , 6 , 215 , 60 , 62 , 37 , 92 , 8 , 1 , 110 , 13 , 34 , 3 , .220 , .312 , .292 , .604 , .282 , 69.1 , 0.77 ,
637,안태영,2넥DH, 0.77 , 53 , 117 , 97 , 15 , 29 , 8 , 0 , 2 , 43 , 12 , 1 , 0 , 8 , 12 , 0 , 35 , 3 , 0 , 0 , .299 , .419 , .443 , .862 , .404 , 136.3 , 0.77 ,
638,고지행,3삼2B, 0.77 , 119 , 360 , 320 , 43 , 86 , 9 , 0 , 6 , 113 , 35 , 9 , 5 , 21 , 3 , 0 , 79 , 9 , 14 , 2 , .269 , .318 , .353 , .671 , .298 , 75.3 , 0.77 ,
639,한나한,1LDH, 0.76 , 32 , 126 , 107 , 17 , 35 , 9 , 0 , 4 , 56 , 22 , 0 , 0 , 12 , 3 , 0 , 31 , 4 , 1 , 3 , .327 , .400 , .523 , .923 , .403 , 143.3 , 0.76 ,
640,홀,1삼CF, 0.76 , 116 , 458 , 414 , 73 , 101 , 12 , 3 , 4 , 131 , 23 , 47 , 11 , 34 , 2 , 0 , 68 , 5 , 6 , 2 , .244 , .303 , .316 , .620 , .282 , 59.2 , 0.76 ,
641,맥스웰,1롯CF, 0.75 , 23 , 99 , 80 , 14 , 23 , 3 , 1 , 4 , 40 , 16 , 2 , 2 , 15 , 3 , 0 , 25 , 0 , 0 , 1 , .288 , .414 , .500 , .914 , .411 , 134.0 , 0.75 ,
642,김종윤,5해LF, 0.73 , 255 , 657 , 575 , 71 , 131 , 23 , 8 , 5 , 185 , 48 , 17 , 17 , 58 , 7 , 0 , 117 , 11 , 13 , 2 , .228 , .305 , .322 , .627 , .291 , 79.6 , 0.73 ,
643,김동헌,1+키C, 0.72 , 100 , 239 , 208 , 22 , 50 , 5 , 2 , 2 , 65 , 17 , 0 , 0 , 17 , 8 , 0 , 54 , 7 , 3 , 3 , .240 , .318 , .313 , .630 , .300 , 80.1 , 0.72 ,
644,김병수,2롯RF, 0.72 , 97 , 232 , 201 , 29 , 49 , 12 , 2 , 4 , 77 , 29 , 1 , 1 , 23 , 0 , 1 , 39 , 6 , 5 , 3 , .244 , .317 , .383 , .700 , .320 , 92.2 , 0.72 ,
645,스캇,1SDH, 0.72 , 33 , 130 , 105 , 17 , 28 , 7 , 0 , 6 , 53 , 17 , 0 , 0 , 20 , 3 , 1 , 18 , 1 , 0 , 2 , .267 , .392 , .505 , .897 , .393 , 125.1 , 0.72 ,
646,백성진,4현, 0.72 , 127 , 275 , 239 , 21 , 59 , 8 , 1 , 1 , 72 , 23 , 10 , 9 , 17 , 12 , 0 , 56 , 5 , 7 , 0 , .247 , .328 , .301 , .630 , .297 , 80.5 , 0.72 ,
647,신언호,9MCF, 0.72 , 729 , 2245 , 2014 , 183 , 487 , 76 , 12 , 18 , 641 , 211 , 42 , 33 , 139 , 14 , 3 , 206 , 49 , 55 , 22 , .242 , .292 , .318 , .611 , .281 , 69.6 , 0.72 ,
648,최용제,4+두C, 0.71 , 112 , 180 , 157 , 16 , 44 , 3 , 1 , 0 , 49 , 25 , 0 , 0 , 16 , 3 , 0 , 31 , 3 , 3 , 1 , .280 , .356 , .312 , .668 , .321 , 83.9 , 0.71 ,
649,박수종,1+키RF, 0.71 , 21 , 44 , 39 , 7 , 17 , 1 , 2 , 0 , 22 , 3 , 0 , 0 , 3 , 1 , 0 , 5 , 1 , 0 , 1 , .436 , .477 , .564 , 1.041 , .477 , 196.9 , 0.71 ,
650,신민재,5+L2B, 0.71 , 317 , 486 , 414 , 108 , 108 , 9 , 2 , 0 , 121 , 40 , 59 , 30 , 45 , 4 , 0 , 61 , 6 , 20 , 3 , .261 , .337 , .292 , .629 , .295 , 72.2 , 0.71 ,
651,양승호,4해3B, 0.70 , 195 , 467 , 413 , 33 , 92 , 14 , 2 , 4 , 122 , 41 , 5 , 3 , 28 , 13 , 0 , 44 , 16 , 7 , 6 , .223 , .289 , .295 , .585 , .277 , 69.1 , 0.70 ,
652,최영진,10+삼3B, 0.70 , 370 , 812 , 730 , 85 , 186 , 34 , 5 , 14 , 272 , 77 , 12 , 10 , 54 , 9 , 2 , 146 , 18 , 15 , 4 , .255 , .312 , .373 , .685 , .309 , 77.1 , 0.70 ,
653,카펜터,1현LF, 0.69 , 39 , 158 , 142 , 23 , 40 , 7 , 0 , 5 , 62 , 32 , 5 , 2 , 13 , 1 , 0 , 32 , 1 , 0 , 2 , .282 , .342 , .437 , .778 , .347 , 104.5 , 0.69 ,
654,송일수,3삼C, 0.69 , 159 , 400 , 351 , 38 , 78 , 13 , 2 , 4 , 107 , 40 , 3 , 7 , 22 , 5 , 0 , 40 , 9 , 18 , 3 , .222 , .276 , .305 , .580 , .263 , 60.0 , 0.69 ,
655,페레즈,1한1B, 0.69 , 59 , 252 , 225 , 26 , 60 , 15 , 1 , 5 , 92 , 33 , 4 , 5 , 17 , 4 , 0 , 52 , 4 , 0 , 6 , .267 , .321 , .409 , .730 , .337 , 98.6 , 0.69 ,
656,백창수,8LCF, 0.68 , 259 , 547 , 478 , 70 , 120 , 36 , 2 , 9 , 187 , 55 , 5 , 5 , 46 , 11 , 0 , 110 , 14 , 8 , 4 , .251 , .328 , .391 , .720 , .322 , 86.0 , 0.68 ,
657,박찬,5삼RF, 0.67 , 121 , 302 , 274 , 35 , 69 , 14 , 0 , 2 , 89 , 24 , 5 , 3 , 23 , 2 , 0 , 51 , 7 , 1 , 1 , .252 , .313 , .325 , .638 , .301 , 87.1 , 0.67 ,
658,안재석,3+두SS, 0.67 , 222 , 556 , 499 , 58 , 113 , 20 , 3 , 6 , 157 , 36 , 7 , 0 , 38 , 8 , 1 , 136 , 9 , 4 , 7 , .226 , .288 , .315 , .603 , .282 , 68.2 , 0.67 ,
659,이홍구,6KC, 0.66 , 408 , 879 , 792 , 81 , 170 , 32 , 4 , 37 , 321 , 126 , 1 , 1 , 49 , 17 , 3 , 271 , 18 , 12 , 9 , .215 , .272 , .405 , .678 , .294 , 62.9 , 0.66 ,
660,곽권희,4태, 0.66 , 160 , 317 , 275 , 35 , 63 , 12 , 1 , 5 , 92 , 27 , 4 , 4 , 29 , 2 , 0 , 60 , 5 , 8 , 3 , .229 , .304 , .335 , .639 , .297 , 76.3 , 0.66 ,
661,캐세레스,2O2B, 0.65 , 175 , 627 , 576 , 61 , 144 , 21 , 3 , 5 , 186 , 53 , 20 , 9 , 34 , 3 , 1 , 66 , 10 , 13 , 1 , .250 , .295 , .323 , .618 , .277 , 60.4 , 0.65 ,
662,김영진,2한, 0.65 , 67 , 145 , 131 , 16 , 28 , 6 , 1 , 6 , 54 , 19 , 0 , 2 , 11 , 2 , 0 , 47 , 2 , 1 , 0 , .214 , .285 , .412 , .697 , .315 , 100.6 , 0.65 ,
663,공봉구,1쌍C, 0.65 , 48 , 123 , 104 , 11 , 23 , 7 , 1 , 0 , 32 , 8 , 2 , 1 , 17 , 0 , 0 , 16 , 3 , 0 , 2 , .221 , .325 , .308 , .633 , .305 , 84.1 , 0.65 ,
664,스몰린스키,1NRF, 0.64 , 55 , 228 , 205 , 32 , 47 , 14 , 1 , 9 , 90 , 42 , 3 , 1 , 16 , 5 , 0 , 31 , 7 , 0 , 2 , .229 , .298 , .439 , .737 , .332 , 98.5 , 0.64 ,
665,민경삼,7L2B, 0.64 , 560 , 1230 , 1072 , 144 , 233 , 26 , 10 , 6 , 297 , 94 , 53 , 30 , 84 , 29 , 2 , 124 , 23 , 43 , 1 , .217 , .292 , .277 , .569 , .267 , 56.4 , 0.64 ,
666,임경택,6롯, 0.64 , 149 , 264 , 228 , 18 , 55 , 7 , 4 , 0 , 70 , 27 , 3 , 0 , 23 , 3 , 1 , 30 , 8 , 6 , 2 , .241 , .316 , .307 , .623 , .292 , 73.4 , 0.64 ,
667,김민하,8한RF, 0.62 , 370 , 765 , 668 , 101 , 160 , 35 , 1 , 11 , 230 , 75 , 27 , 13 , 60 , 22 , 0 , 218 , 21 , 11 , 4 , .240 , .321 , .344 , .665 , .308 , 75.4 , 0.62 ,
668,정주현,12+L2B, 0.62 , 760 , 1884 , 1650 , 260 , 391 , 68 , 12 , 18 , 537 , 153 , 68 , 35 , 169 , 6 , 0 , 383 , 33 , 49 , 9 , .237 , .309 , .325 , .634 , .291 , 66.8 , 0.62 ,
669,유재신,10KLF, 0.62 , 516 , 447 , 395 , 146 , 102 , 11 , 5 , 1 , 126 , 40 , 62 , 26 , 36 , 2 , 0 , 99 , 6 , 12 , 2 , .258 , .322 , .319 , .641 , .297 , 66.1 , 0.62 ,
670,도태훈,7+N3B, 0.62 , 355 , 643 , 533 , 78 , 114 , 15 , 0 , 10 , 159 , 55 , 3 , 1 , 68 , 24 , 1 , 102 , 17 , 14 , 4 , .214 , .328 , .298 , .626 , .298 , 69.3 , 0.62 ,
671,바에르가,1삼2B, 0.62 , 39 , 131 , 120 , 18 , 33 , 3 , 2 , 4 , 52 , 17 , 0 , 0 , 6 , 4 , 1 , 12 , 5 , 0 , 1 , .275 , .328 , .433 , .762 , .341 , 94.5 , 0.62 ,
672,황성빈,2+롯CF, 0.62 , 176 , 544 , 490 , 84 , 130 , 17 , 6 , 1 , 162 , 24 , 19 , 17 , 34 , 3 , 0 , 82 , 3 , 15 , 2 , .265 , .316 , .331 , .646 , .297 , 76.1 , 0.62 ,
673,김상우,6롯, 0.61 , 131 , 235 , 215 , 26 , 50 , 8 , 1 , 4 , 72 , 25 , 6 , 2 , 16 , 1 , 0 , 34 , 5 , 2 , 1 , .233 , .288 , .335 , .622 , .294 , 77.1 , 0.61 ,
674,정진호,9한LF, 0.60 , 638 , 1451 , 1278 , 215 , 334 , 54 , 8 , 14 , 446 , 134 , 45 , 20 , 121 , 10 , 3 , 216 , 24 , 34 , 8 , .261 , .328 , .349 , .677 , .307 , 78.1 , 0.60 ,
675,김인철,9삼RF, 0.60 , 381 , 747 , 681 , 112 , 162 , 27 , 3 , 18 , 249 , 78 , 20 , 10 , 43 , 9 , 0 , 164 , 18 , 12 , 2 , .238 , .291 , .366 , .657 , .297 , 75.1 , 0.60 ,
676,쿨바,1두3B, 0.60 , 44 , 162 , 149 , 15 , 32 , 6 , 0 , 10 , 68 , 24 , 0 , 0 , 12 , 1 , 0 , 46 , 4 , 0 , 0 , .215 , .278 , .456 , .734 , .322 , 88.6 , 0.60 ,
677,최정민,8SCF, 0.60 , 230 , 331 , 289 , 67 , 85 , 7 , 1 , 2 , 100 , 23 , 12 , 10 , 21 , 9 , 0 , 85 , 4 , 11 , 1 , .294 , .359 , .346 , .705 , .323 , 87.7 , 0.60 ,
678,뉴선,1K, 0.60 , 35 , 133 , 115 , 15 , 24 , 5 , 0 , 7 , 50 , 17 , 3 , 1 , 17 , 0 , 1 , 38 , 3 , 0 , 1 , .209 , .308 , .435 , .743 , .323 , 96.3 , 0.60 ,
679,박준서,15롯2B, 0.59 , 731 , 1132 , 994 , 119 , 228 , 45 , 10 , 8 , 317 , 98 , 20 , 6 , 77 , 13 , 2 , 238 , 13 , 42 , 6 , .229 , .292 , .319 , .611 , .277 , 57.0 , 0.59 ,
680,김용우,6LDH, 0.59 , 135 , 197 , 165 , 14 , 39 , 6 , 1 , 2 , 53 , 18 , 2 , 1 , 23 , 8 , 1 , 36 , 3 , 0 , 1 , .236 , .355 , .321 , .677 , .325 , 90.8 , 0.59 ,
681,강명구,10삼CF, 0.59 , 581 , 334 , 297 , 153 , 57 , 7 , 2 , 1 , 71 , 26 , 111 , 24 , 25 , 5 , 1 , 62 , 9 , 6 , 1 , .192 , .265 , .239 , .504 , .242 , 34.8 , 0.59 ,
682,윤재국,10SRF, 0.59 , 714 , 2019 , 1766 , 234 , 453 , 63 , 22 , 19 , 617 , 170 , 53 , 29 , 154 , 6 , 5 , 350 , 14 , 77 , 16 , .257 , .316 , .349 , .665 , .295 , 70.2 , 0.59 ,
683,가르시아,1+L2B, 0.59 , 39 , 156 , 136 , 21 , 28 , 6 , 1 , 4 , 48 , 19 , 4 , 1 , 19 , 1 , 0 , 40 , 4 , 0 , 0 , .206 , .308 , .353 , .661 , .310 , 93.1 , 0.59 ,
684,변우혁,3+K1B, 0.59 , 128 , 331 , 303 , 34 , 72 , 8 , 0 , 11 , 113 , 34 , 0 , 0 , 25 , 3 , 0 , 107 , 10 , 0 , 0 , .238 , .302 , .373 , .675 , .315 , 91.1 , 0.59 ,
685,강태윤,3삼, 0.59 , 124 , 238 , 208 , 11 , 52 , 5 , 0 , 2 , 63 , 18 , 0 , 2 , 21 , 2 , 0 , 39 , 4 , 5 , 2 , .250 , .322 , .303 , .625 , .294 , 85.3 , 0.59 ,
686,알몬테,1KLF, 0.57 , 60 , 249 , 224 , 18 , 61 , 9 , 0 , 7 , 91 , 36 , 1 , 0 , 22 , 1 , 0 , 49 , 9 , 0 , 2 , .272 , .337 , .406 , .744 , .347 , 102.5 , 0.57 ,
687,배스,1해, 0.56 , 15 , 68 , 59 , 13 , 16 , 4 , 0 , 3 , 29 , 13 , 3 , 1 , 9 , 0 , 0 , 22 , 3 , 0 , 0 , .271 , .368 , .492 , .859 , .380 , 126.0 , 0.56 ,
688,김일혁,3빙, 0.56 , 132 , 190 , 167 , 26 , 37 , 12 , 0 , 2 , 55 , 13 , 5 , 0 , 17 , 1 , 0 , 26 , 3 , 4 , 1 , .222 , .296 , .329 , .625 , .289 , 77.7 , 0.56 ,
689,우경하,6청3B, 0.56 , 322 , 932 , 854 , 77 , 192 , 26 , 3 , 17 , 275 , 70 , 5 , 12 , 39 , 21 , 0 , 137 , 19 , 14 , 4 , .225 , .275 , .322 , .597 , .280 , 70.5 , 0.56 ,
