이름,WAR,game,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷출루,피사구,피고의사구,피삼진,병살,희생타,희생플라이,타율,출루,장타,OPS,wOBA,wRC+,WAR2,WPA,Position,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,피안타,피2타,피3타,피홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,Salary
이민우,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,Pitcher,17.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,13.2,6.0,4.0,57.0,8.0,0.0,0.0,2.0,6.0,0.0,0.0,11.0,0.0,1.0, 2.63 , 5.05 , 1.02 , 157.6 , 82.1 ,4800.0
문승원,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.88,Pitcher,50.0,0.0,0.0,12.0,5.0,8.0,1.0,8.0,105.0,66.0,61.0,479.0,138.0,27.0,1.0,12.0,35.0,1.0,6.0,65.0,0.0,3.0, 5.23 , 4.83 , 1.65 , 80.0 , 87.9 ,160000.0
정우람,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,Pitcher,52.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,40.1,24.0,24.0,183.0,45.0,8.0,2.0,3.0,17.0,0.0,2.0,30.0,0.0,3.0, 5.36 , 4.34 , 1.54 , 77.5 , 95.7 ,80000.0
석상호,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,Pitcher,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,22.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0, 0.00 , 2.32 , 1.13 ,  , 180.7 ,3000.0
강건,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,Pitcher,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.2,1.0,1.0,28.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,1.0, 1.35 , 2.39 , 1.05 , 312.8 , 176.9 ,3000.0
이용준,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.99,Pitcher,24.0,0.0,0.0,12.0,3.0,4.0,0.0,0.0,67.0,39.0,32.0,304.0,60.0,11.0,0.0,5.0,44.0,0.0,2.0,50.0,0.0,1.0, 4.30 , 4.98 , 1.55 , 96.9 , 84.5 ,3000.0
김강률,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,Pitcher,32.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,25.2,14.0,12.0,115.0,23.0,3.0,0.0,2.0,12.0,0.0,2.0,21.0,0.0,2.0, 4.21 , 4.46 , 1.36 , 96.8 , 90.7 ,22500.0
박정수,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,Pitcher,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,36.2,22.0,17.0,165.0,37.0,12.0,0.0,1.0,18.0,1.0,6.0,28.0,0.0,2.0, 4.17 , 4.15 , 1.50 , 97.6 , 99.0 ,5000.0
이상규,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,Pitcher,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2.0,2.0,34.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,1.0, 2.35 , 3.83 , 1.57 , 173.8 , 108.2 ,3700.0
문용익,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,Pitcher,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,6.0,6.0,59.0,8.0,1.0,0.0,0.0,12.0,0.0,2.0,12.0,0.0,5.0, 4.15 , 4.83 , 1.54 , 102.0 , 85.3 ,4500.0
백승우,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,Pitcher,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0, 0.00 , 5.94 , 1.50 ,  , 69.7 ,3000.0
박준표,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,Pitcher,33.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,28.0,16.0,14.0,118.0,28.0,3.0,1.0,3.0,9.0,1.0,0.0,13.0,0.0,1.0, 4.50 , 4.76 , 1.32 , 91.8 , 86.0 ,12500.0
이명종,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.16,Pitcher,45.0,0.0,0.0,2.0,5.0,5.0,0.0,1.0,57.0,34.0,33.0,260.0,66.0,13.0,0.0,5.0,24.0,0.0,6.0,26.0,0.0,0.0, 5.21 , 5.25 , 1.58 , 78.8 , 77.7 ,3000.0
윤정현,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,Pitcher,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,26.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0, 1.50 , 5.78 , 1.83 , 273.8 , 71.5 ,4100.0
이진하,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,Pitcher,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,31.0,4.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0, 3.38 , 4.44 , 0.88 , 123.3 , 93.6 ,3000.0
이병헌,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.86,Pitcher,36.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,16.0,14.0,126.0,25.0,7.0,0.0,2.0,22.0,0.0,1.0,28.0,0.0,3.0, 4.67 , 4.89 , 1.74 , 87.3 , 83.0 ,3000.0
김승현,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,Pitcher,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,6.0,6.0,57.0,11.0,2.0,0.0,1.0,10.0,0.0,1.0,7.0,0.0,1.0, 4.26 , 5.97 , 1.66 , 96.9 , 69.2 ,5500.0
전용주,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,Pitcher,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.1,5.0,5.0,43.0,6.0,4.0,0.0,0.0,6.0,0.0,1.0,9.0,0.0,4.0, 4.35 , 3.73 , 1.16 , 97.0 , 112.2 ,2800.0
백승건,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,Pitcher,25.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,38.0,24.0,21.0,170.0,41.0,5.0,0.0,7.0,17.0,0.0,0.0,29.0,0.0,0.0, 4.97 , 5.65 , 1.53 , 84.1 , 75.8 ,3000.0
이재희,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,Pitcher,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,33.0,4.0,1.0,0.0,1.0,5.0,0.0,0.0,5.0,0.0,1.0, 3.38 , 5.69 , 1.13 , 125.5 , 73.7 ,4000.0
전사민,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17,Pitcher,9.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,17.0,10.0,9.0,81.0,17.0,1.0,0.0,1.0,14.0,1.0,2.0,6.0,0.0,1.0, 4.76 , 6.15 , 1.82 , 87.4 , 68.2 ,3000.0
문성현,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,Pitcher,32.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,28.1,16.0,13.0,134.0,25.0,3.0,0.0,2.0,20.0,2.0,2.0,21.0,0.0,2.0, 4.13 , 5.00 , 1.59 , 99.4 , 81.7 ,3500.0
김태현,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,Pitcher,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.1,13.0,10.0,90.0,17.0,1.0,1.0,4.0,13.0,0.0,1.0,14.0,0.0,0.0, 4.43 , 6.69 , 1.48 , 94.1 , 63.2 ,3000.0
이선우,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.66,Pitcher,22.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,37.1,20.0,18.0,169.0,47.0,6.0,0.0,5.0,9.0,0.0,4.0,24.0,0.0,0.0, 4.34 , 4.94 , 1.50 , 97.3 , 84.0 ,3000.0
진해수,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44,Pitcher,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.2,8.0,5.0,72.0,18.0,3.0,0.0,2.0,10.0,0.0,0.0,12.0,0.0,3.0, 3.07 , 5.62 , 1.91 , 133.0 , 72.0 ,30000.0
이승현,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,Pitcher,48.0,0.0,0.0,0.0,1.0,5.0,5.0,7.0,43.1,26.0,24.0,199.0,41.0,6.0,0.0,6.0,29.0,1.0,2.0,37.0,0.0,2.0, 4.98 , 5.61 , 1.62 , 85.0 , 74.9 ,10000.0
이승현,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,Pitcher,48.0,0.0,0.0,0.0,1.0,5.0,5.0,7.0,43.1,26.0,24.0,199.0,41.0,6.0,0.0,6.0,29.0,1.0,2.0,37.0,0.0,2.0, 4.98 , 5.61 , 1.62 , 85.0 , 74.9 ,5500.0
김창훈,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,Pitcher,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,1.0,1.0,17.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0, 2.08 , 3.67 , 1.39 , 200.3 , 113.1 ,3100.0
한재승,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,Pitcher,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.2,5.0,4.0,44.0,9.0,1.0,0.0,2.0,5.0,0.0,0.0,10.0,0.0,1.0, 3.72 , 5.62 , 1.45 , 111.8 , 75.6 ,3000.0
최지광,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.69,Pitcher,22.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,17.1,10.0,10.0,82.0,17.0,2.0,0.0,4.0,9.0,0.0,1.0,18.0,0.0,0.0, 5.19 , 6.10 , 1.50 , 81.6 , 69.5 ,12000.0
송은범,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,Pitcher,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,1.0,1.0,17.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0, 2.45 , 4.81 , 2.46 , 166.3 , 86.2 ,15000.0
이상영,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,Pitcher,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,5.0,4.0,54.0,12.0,3.0,0.0,0.0,8.0,0.0,3.0,4.0,0.0,0.0, 3.27 , 5.72 , 1.82 , 124.7 , 72.3 ,3100.0
김유신,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.64,Pitcher,27.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,30.1,19.0,19.0,141.0,34.0,8.0,0.0,2.0,19.0,0.0,3.0,12.0,0.0,0.0, 5.64 , 5.68 , 1.75 , 73.3 , 72.7 ,3700.0
김대유,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.55,Pitcher,41.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,24.2,15.0,14.0,110.0,26.0,1.0,1.0,2.0,8.0,1.0,6.0,20.0,0.0,0.0, 5.11 , 4.46 , 1.38 , 80.9 , 91.9 ,12500.0
박승주,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.77,Pitcher,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,11.0,7.0,91.0,19.0,3.0,2.0,2.0,13.0,0.0,2.0,15.0,0.0,5.0, 3.50 , 5.72 , 1.78 , 117.3 , 70.9 ,3200.0
이민석,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0, 0.00 , 4.19 , 0.75 ,  , 99.5 ,3000.0
최지강,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,Pitcher,25.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,22.0,13.0,13.0,102.0,16.0,4.0,0.0,0.0,21.0,0.0,0.0,14.0,0.0,0.0, 5.32 , 5.03 , 1.68 , 76.6 , 82.4 ,3000.0
윤호솔,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,Pitcher,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,1.0,1.0,17.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0, 2.45 , 3.72 , 1.64 , 166.3 , 111.7 ,6350.0
박신지,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.64,Pitcher,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,16.0,16.0,129.0,39.0,13.0,0.0,1.0,11.0,0.0,3.0,15.0,0.0,2.0, 5.54 , 4.40 , 1.92 , 73.5 , 92.9 ,3100.0
홍원표,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,Pitcher,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,1.0,1.0,15.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0, 2.45 , 4.53 , 1.09 , 172.5 , 91.2 ,3000.0
임정호,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29,Pitcher,65.0,0.0,0.0,0.0,4.0,4.0,0.0,15.0,50.0,30.0,26.0,216.0,51.0,9.0,1.0,3.0,17.0,0.0,4.0,49.0,1.0,4.0, 4.68 , 3.52 , 1.36 , 89.0 , 119.4 ,10500.0
김정운,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,Pitcher,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,35.0,6.0,2.0,0.0,0.0,6.0,0.0,2.0,3.0,0.0,0.0, 3.86 , 6.01 , 1.71 , 109.5 , 69.2 ,3000.0
이승호,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,Pitcher,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,3.0,24.0,5.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0, 5.40 , 8.04 , 1.80 , 76.0 , 50.4 ,8500.0
김강현,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,Pitcher,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0, 3.00 , 6.44 , 1.00 , 138.7 , 64.6 ,3000.0
서동민,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,Pitcher,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0, 0.00 , 10.44 , 3.00 ,  , 39.8 ,4000.0
김시훈,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.51,Pitcher,61.0,0.0,0.0,0.0,4.0,3.0,3.0,12.0,52.2,32.0,26.0,245.0,57.0,10.0,1.0,3.0,34.0,0.0,1.0,49.0,0.0,3.0, 4.44 , 4.32 , 1.73 , 93.7 , 97.5 ,3000.0
박영완,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0, 0.00 , 4.44 , 1.00 ,  , 94.0 ,3200.0
하준수,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0, 0.00 , 7.44 , 2.00 ,  , 56.5 ,3000.0
하준호,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15,Pitcher,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,9.0,7.0,65.0,14.0,1.0,0.0,0.0,10.0,2.0,5.0,6.0,0.0,4.0, 4.85 , 5.52 , 1.85 , 87.1 , 75.5 ,5000.0
송승기,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, 0.00 , 6.44 , 2.00 ,  , 64.2 ,3000.0
김태욱,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.00 , 3.44 , 0.00 ,  , 120.5 ,3000.0
유승철,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, 0.00 , 6.44 , 1.00 ,  , 64.7 ,4000.0
류원석,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0, 4.50 , 3.94 , 0.50 , 92.3 , 105.7 ,4000.0
심창민,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,Pitcher,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.1,2.0,1.0,18.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0, 2.70 , 5.84 , 2.10 , 154.2 , 71.8 ,28000.0
이우석,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, 0.00 , 7.94 , 1.50 ,  , 52.7 ,3300.0
조현우,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,Pitcher,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,17.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0, 6.00 , 4.78 , 2.67 , 70.4 , 87.2 ,9500.0
박세진,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,Pitcher,16.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.2,8.0,5.0,66.0,15.0,2.0,0.0,1.0,14.0,0.0,0.0,10.0,0.0,2.0, 3.86 , 6.44 , 2.49 , 109.5 , 64.7 ,3200.0
오석주,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,Pitcher,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,7.0,44.0,12.0,2.0,0.0,2.0,3.0,0.0,0.0,11.0,0.0,2.0, 6.30 , 4.74 , 1.50 , 64.8 , 84.1 ,3500.0
김민규,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,Pitcher,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.1,5.0,4.0,37.0,6.0,2.0,1.0,0.0,4.0,0.0,2.0,5.0,0.0,2.0, 4.32 , 4.40 , 1.20 , 94.3 , 94.1 ,5500.0
손주영,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,Pitcher,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8.2,7.0,5.0,46.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,1.0,0.0, 5.19 , 4.37 , 2.08 , 78.6 , 95.0 ,3800.0
김주한,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,  ,  ,  ,  ,  ,9000.0
고봉재,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,Pitcher,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,8.0,8.0,53.0,12.0,2.0,1.0,0.0,7.0,0.0,1.0,7.0,0.0,0.0, 6.35 , 4.33 , 1.68 , 64.1 , 95.9 ,3300.0
김영현,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36,Pitcher,31.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,33.0,22.0,20.0,150.0,30.0,7.0,0.0,4.0,20.0,1.0,1.0,35.0,0.0,2.0, 5.45 , 4.72 , 1.52 , 77.4 , 88.6 ,3000.0
홍성민,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,Pitcher,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,12.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0, 9.00 , 10.44 , 3.00 , 45.6 , 38.1 ,12500.0
한두솔,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0, 9.00 , 5.44 , 2.00 , 46.5 , 77.7 ,3000.0
박권후,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,Pitcher,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.0,1.0,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0, 3.38 , 9.44 , 1.88 , 125.5 , 45.1 ,3000.0
성동현,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0, 9.00 , 4.44 , 3.00 , 45.4 , 93.3 ,3000.0
오원석,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,Pitcher,28.0,1.0,0.0,27.0,8.0,10.0,0.0,0.0,144.2,92.0,84.0,648.0,158.0,22.0,2.0,11.0,69.0,0.0,9.0,88.0,0.0,11.0, 5.23 , 4.83 , 1.57 , 80.1 , 87.3 ,6500.0
이기순,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,Pitcher,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,16.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0, 9.00 , 9.78 , 2.33 , 46.5 , 43.9 ,3000.0
채지선,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,Pitcher,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.0,3.0,17.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0, 8.10 , 5.84 , 2.40 , 51.2 , 71.6 ,4000.0
이로운,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,Pitcher,50.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,57.2,39.0,36.0,268.0,67.0,13.0,1.0,7.0,29.0,2.0,1.0,52.0,0.0,3.0, 5.62 , 4.67 , 1.67 , 74.5 , 91.1 ,3000.0
김준형,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,Pitcher,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,6.0,6.0,36.0,4.0,3.0,0.0,0.0,6.0,0.0,3.0,5.0,0.0,0.0, 7.04 , 5.66 , 1.30 , 58.3 , 73.1 ,4200.0
양지율,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0, 13.50 , 10.94 , 6.00 , 30.4 , 37.3 ,3200.0
장재영,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78,Pitcher,23.0,0.0,0.0,17.0,1.0,5.0,0.0,0.0,71.2,46.0,44.0,339.0,63.0,15.0,0.0,4.0,66.0,0.0,8.0,67.0,2.0,8.0, 5.53 , 5.40 , 1.80 , 74.3 , 75.6 ,3100.0
김영준,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,Pitcher,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0, 27.00 , 12.44 , 6.00 , 15.1 , 33.2 ,3500.0
임지민,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Pitcher,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.0,2.0,10.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0, 13.50 , 7.94 , 4.50 , 30.8 , 53.3 ,3000.0
정성종,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17,Pitcher,12.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,22.0,14.0,13.0,98.0,21.0,5.0,0.0,1.0,15.0,1.0,1.0,10.0,0.0,1.0, 5.32 , 5.17 , 1.64 , 78.2 , 79.7 ,4100.0
송윤준,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,Pitcher,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,4.0,4.0,19.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0, 8.31 , 3.44 , 1.39 , 50.0 , 120.3 ,4100.0
스미스,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,Pitcher,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.2,2.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0, 6.75 , 3.07 , 1.13 , 61.5 , 135.6 ,3000.0
배재준,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,Pitcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0, 18.00 , 6.44 , 3.00 , 22.7 , 64.2 ,5000.0
서상준,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,Pitcher,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,13.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0, 0.00 , 7.94 , 3.00 ,  , 52.3 ,3000.0
